hebrew,count,english_translation,transliteration
ביניהם,97,Between them,vynyhm
מפני,97,because,mpny
להוריד,97,Download,lhwryd
יוכל,97,Can,ywkl
שזו,97,That is,šzw
לאחד,97,To one,lʾḥd
האמת,97,The truth,hʾmt
בשימוש,97,Used,všymwš
שגיאות,97,Error,šgyʾwt
הוספת,97,Adding,hwspt
ארבע,96,four,ʾrvʿ
ואולי,96,And maybe,wʾwly
שבהם,96,In them,švhm
גורם,96,factor,gwrm
נכתב,96,Written,nktv
אסור,96,forbidden,ʾswr
השלישי,96,The third,hšlyšy
חופש,96,freedom,ḥwpš
המועצות,96,The council,hmwʿṣwt
כתבתי,96,I wrote,ktvty
הערות,96,Notes,hʿrwt
ללכת,95,go,llkt
אותנו,95,us,ʾwtnw
אליה,95,To her,ʾlyh
כנגד,95,against,kngd
סדר,95,order,sdr
שר,95,minister,šr
סביר,95,reasonable,svyr
שמדובר,95,Which is,šmdwvr
חמש,95,five,ḥmš
פגיעה,95,injury,pgyʿh
מצאתי,95,I found,mṣʾty
תמחק,95,Will delete,tmḥq
בטח,94,sure,vṭḥ
הסיבה,94,The reason,hsyvh
בהן,94,In them,vhn
ת,94,Pitch,t
בר,94,bar,vr
הלאומי,94,Nationalism,hlʾwmy
האנשים,94,The people,hʾnšym
ראשי,94,main,rʾšy
בסופו,94,At the end,vswpw
שעה,94,time,šʿh
צודק,94,right,ṣwdq
הפעם,94,This time,hpʿm
האלבום,94,The album,hʾlvwm
נא,94,please,nʾ
נשמע,93,audible,nšmʿ
מים,93,water,mym
כולו,93,The whole,kwlw
הודעה,93,message,hwdʿh
לשאול,93,ask,lšʾwl
אנסה,93,I will try,ʾnsh
שאר,93,rest,šʾr
ישנם,93,there are,yšnm
הצליח,93,Succeeded,hṣlyḥ
הראשונים,93,The first,hrʾšwnym
דמויות,93,Characters,dmwywt
הוספתי,93,I added,hwspty
רשימת,93,List,ršymt
מסוימת,92,A particular,mswymt
כסף,92,money,ksp
שירות,92,Service,šyrwt
מגיע,92,Comes,mgyʿ
לראשונה,92,first,lrʾšwnh
רגע,92,moment,rgʿ
שבועיים,92,Two weeks,švwʿyym
זוהי,92,This is,zwhy
כאלו,92,Such,kʾlw
המפלגה,92,The party,hmplgh
מקצוע,92,profession,mqṣwʿ
צרפת,92,France,ṣrpt
במקביל,91,in parallel,vmqvyl
לצאת,91,go,lṣʾt
קרוב,91,close,qrwv
עולה,91,rising,ʿwlh
תנאי,91,condition,tnʾy
לארץ,91,To the country,lʾrṣ
זכתה,91,Won,zkth
כלפי,91,towards,klpy
מותו,91,His death,mwtw
במידה,90,To an extent,vmydh
פרטי,90,private,prṭy
מלבד,90,only,mlvd
טיפול,90,Treatment,ṭypwl
באינטרנט,90,Online,vʾynṭrnṭ
במהירות,90,quickly,vmhyrwt
לשימוש,90,For use,lšymwš
החינוך,90,Education,hḥynwk
רמת,90,Level,rmt
כוחות,90,Forces,kwḥwt
כאמור,90,as aforesaid,kʾmwr
שאינם,90,Non -,šʾynm
כתוצאה,90,As a result of,ktwṣʾh
אילו,90,which,ʾylw
לכאן,90,Here,lkʾn
נהוג,90,driven,nhwg
אישי,89,personal,ʾyšy
רעיון,89,idea,rʿywn
בעיות,89,Problems,vʿywt
למנוע,89,prevent,lmnwʿ
תפקיד,89,role,tpqyd
נשיא,89,president,nšyʾ
ק,89,K,q
תוכן,89,content,twkn
בקשה,89,request,vqšh
רשות,89,permission,ršwt
הצלחתי,89,I have succeeded,hṣlḥty
פורטל,89,Portal,pwrṭl
איתי,88,with me,ʾyty
ממני,88,from me,mmny
היתר,88,Permit,hytr
היהודית,88,Jewish,hyhwdyt
חשבון,88,invoice,ḥšvwn
יצאו,88,Out,yṣʾw
מהווה,88,Constituting,mhwwh
היחידה,88,The unit,hyḥydh
והן,88,And they,whn
הפסקה,88,break,hpsqh
פשוטה,88,Simple,pšwṭh
לוויקיפדיה,88,To Wikipedia,lwwyqypdyh
הלב,87,The heart,hlv
לשמור,87,reserve,lšmwr
משחקי,87,Games,mšḥqy
גבוה,87,high,gvwh
כזאת,87,Like that,kzʾt
משם,87,Away,mšm
נמצאים,87,Are found,nmṣʾym
עולם,87,world,ʿwlm
חלקם,87,Some,ḥlqm
יתר,87,more,ytr
הקורונה,87,Corona,hqwrwnh
קרב,87,battle,qrv
העליון,87,Top,hʿlywn
גבול,87,limit,gvwl
איננה,87,Not,ʾynnh
לחזור,87,return,lḥzwr
חוקים,87,Laws,ḥwqym
איני,87,I do not,ʾyny
ימחק,87,Will delete,ymḥq
מתחת,86,Below,mtḥt
איננו,86,Is not,ʾynnw
חלקים,86,Parts,ḥlqym
לעניין,86,For interest,lʿnyyn
אישית,86,personally,ʾyšyt
נוכל,86,crook,nwkl
עובר,86,fetus,ʿwvr
בנוגע,86,Regarding,vnwgʿ
כחול,86,blue,kḥwl
במקומות,86,In places,vmqwmwt
ארגון,86,organization,ʾrgwn
סיום,86,ending,sywm
כמות,86,amount,kmwt
חולים,86,Patients,ḥwlym
דמות,86,character,dmwt
מחקר,86,research,mḥqr
רצוי,86,desirable,rṣwy
השאר,86,The rest,hšʾr
להגיש,86,submit,lhgyš
התנועה,86,The movement,htnwʿh
חלקי,86,partial,ḥlqy
חיילים,86,Troops,ḥyylym
הבריטי,86,British,hvryṭy
ויקיפד,86,Wikipedia,wyqypd
קרה,85,cold,qrh
פרשת,85,Parsha,pršt
אפשרי,85,possible,ʾpšry
עצמם,85,themselves,ʿṣmm
פתרון,85,solution,ptrwn
תגובה,85,response,tgwvh
הספרים,85,The books,hsprym
היקום,85,The universe,hyqwm
שנית,85,again,šnyt
חיפה,85,Haifa,ḥyph
לקחת,84,take,lqḥt
הרעיון,84,The idea,hrʿywn
אדום,84,red,ʾdwm
הגיעה,84,Reached,hgyʿh
אירופה,84,Europe,ʾyrwph
החלה,84,Started,hḥlh
ובכל,84,And in all,wvkl
יעקב,84,Jacob,yʿqv
עזרה,84,help,ʿzrh
עשר,84,ten,ʿšr
דו,84,two,dw
טעות,84,mistake,ṭʿwt
אבי,84,my father,ʾvy
בתל,84,In the Tel,vtl
בגיל,83,In the age,vgyl
נתניהו,83,Netanyahu,ntnyhw
לדיון,83,For a hearing,ldywn
לילדים,83,For children,lyldym
ברורה,83,Clear,vrwrh
שלכם,83,your,šlkm
יכולת,83,ability,ykwlt
רקע,83,background,rqʿ
השיר,83,The song,hšyr
חיפוש,83,Search,ḥypwš
האור,83,The light,hʾwr
שכתבתי,83,Which I wrote,šktvty
לדף,83,To the page,ldp
הביתה,82,Home,hvyth
רואים,82,See,rwʾym
ושוב,82,And again,wšwv
בקיצור,82,In short,vqyṣwr
קבוצת,82,Group,qvwṣt
העובדה,82,The fact,hʿwvdh
מקבל,82,Gets,mqvl
עברו,82,Past,ʿvrw
למען,82,address,lmʿn
בשני,82,In the second,všny
בשנה,82,In the year,všnh
פורסם,82,Posted,pwrsm
מילים,82,Words,mylym
עברה,82,passage,ʿvrh
למשפחה,82,For family,lmšpḥh
האחרונים,82,The last,hʾḥrwnym
פרס,82,Persia,prs
הלא,82,Not,hlʾ
תיאור,82,A description,tyʾwr
התנגדות,82,resistance,htngdwt
הלהקה,82,The band,hlhqh
המון,81,lots of,hmwn
ברגע,81,In the moment,vrgʿ
בריאות,81,health,vryʾwt
מיותר,81,unnecessary,mywtr
למשחק,81,For a game,lmšḥq
במדינה,81,In the country,vmdynh
המשיך,81,Continued,hmšyk
בעתיד,81,in the future,vʿtyd
לדוגמה,81,for example,ldwgmh
סרטים,81,Movies,srṭym
האיש,81,The man,hʾyš
תנועת,81,A movement,tnwʿt
העברי,81,The Hebrew,hʿvry
פרויקט,81,project,prwyqṭ
הסדרה,81,The series,hsdrh
הקטגוריה,81,The category,hqṭgwryh
קורה,80,beam,qwrh
סרט,80,film,srṭ
חכם,80,sage,ḥkm
אמרתי,80,I said,ʾmrty
הנראה,80,Seen,hnrʾh
קבוצות,80,Groups,qvwṣwt
פתיחת,80,Opening,ptyḥt
השחקן,80,The actor,hšḥqn
הצדדים,80,Sides,hṣddym
דעתי,79,My opinion,dʿty
יודעת,79,Knows,ywdʿt
רע,79,bad,rʿ
פעילות,79,activity,pʿylwt
לנסות,79,try,lnswt
הנשים,79,The women,hnšym
באיזה,79,In which,vʾyzh
האמריקאי,79,The American,hʾmryqʾy
דורש,79,Requires,dwrš
מבנה,79,structure,mvnh
עץ,79,tree,ʿṣ
מסחרי,79,commercial,msḥry
קו,79,line,qw
חופשיות,79,freedom,ḥwpšywt
תבניות,79,Templates,tvnywt
אבשלום,79,Absalom,ʾvšlwm
שמה,78,devastation,šmh
מחר,78,tomorrow,mḥr
לעיר,78,To the city,lʿyr
לחיות,78,live,lḥywt
במה,78,stage,vmh
לקבוע,78,determine,lqvwʿ
תקופת,78,Period,tqwpt
החליט,78,Decided,hḥlyṭ
העם,78,The people,hʿm
כותבים,78,Writers,kwtvym
האחרים,78,The others,hʾḥrym
ניסיתי,78,I have tried,nysyty
הוועדה,78,Committee,hwwʿdh
המערכת,78,The system,hmʿrkt
ברית,78,alliance,vryt
ביוגרפיה,78,biography,vywgrpyh
ענתבי,78,Anati,ʿntvy
כיפא,78,A fun,kypʾ
עשרה,77,ten,ʿšrh
ארוכה,77,Long,ʾrwkh
מוצא,77,exit,mwṣʾ
הימים,77,The days,hymym
בקשר,77,In connection with,vqšr
ואפילו,77,And even,wʾpylw
בהרבה,77,Much,vhrvh
ראשית,77,beginning,rʾšyt
בעזרת,77,With the help of,vʿzrt
חייבת,77,Must,ḥyyvt
כלשהי,77,Some,klšhy
לספר,77,tell,lspr
למי,77,whom,lmy
האופציה,77,The option,hʾwpṣyh
מאת,77,from,mʾt
תרגום,77,translation,trgwm
שימש,77,Served,šymš
פעיל,77,active,pʿyl
מספרים,76,Numbers,msprym
שנת,76,Year,šnt
ון,76,Von,wn
הבחירה,76,The choice,hvḥyrh
טקסט,76,text,ṭqsṭ
מין,76,sex,myn
מכאן,76,hence,mkʾn
פרט,76,individual,prṭ
שווה,76,Worth,šwwh
רלוונטי,76,Relevant,rlwwnṭy
במחלוקת,76,In the controversy,vmḥlwqt
עליך,76,On you,ʿlyk
אנציקלופדי,76,Encyclopedic,ʾnṣyqlwpdy
לבד,75,felt,lvd
החלק,75,Part,hḥlq
ברירה,75,choice,vryrh
קבע,75,fix,qvʿ
מרבית,75,most,mrvyt
חזר,75,Returned,ḥzr
החלו,75,Started,hḥlw
גיל,75,age,gyl
מחוז,75,district,mḥwz
במדינת,75,In the country,vmdynt
יהודית,75,Jewish,yhwdyt
מהן,75,From them,mhn
ישנה,75,Old,yšnh
שטח,75,surface,šṭḥ
קול,75,voice,qwl
ישראלי,75,Israeli,yšrʾly
שאת,75,That you,šʾt
חול,75,sand,ḥwl
חל,75,Applies,ḥl
בפעם,74,For the time,vpʿm
מוסיף,74,adding,mwsyp
חב,74,indebted,ḥv
המטרה,74,The goal,hmṭrh
נבחר,74,selected,nvḥr
ביטוי,74,An expression,vyṭwy
פעולות,74,Actions,pʿwlwt
הקרב,74,The battle,hqrv
מלך,74,king,mlk
מסוג,74,A kind,mswg
כדור,74,ball,kdwr
לבוא,74,come,lvwʾ
סימוכין,74,Reference,symwkyn
בחוץ,73,outside,vḥwṣ
מיוחד,73,special,mywḥd
להישאר,73,Stay,lhyšʾr
שנתיים,73,Two years,šntyym
מצליח,73,successful,mṣlyḥ
הבאים,73,The following,hvʾym
לאנשים,73,To people,lʾnšym
מעדיף,73,would rather,mʿdyp
ממה,73,From what,mmh
ממשלת,73,Government,mmšlt
נשאר,73,remaining,nšʾr
היכן,73,where,hykn
הביטחון,73,Confidence,hvyṭḥwn
עמד,73,stood,ʿmd
תהליך,73,process,thlyk
דם,73,blood,dm
צוות,73,team,ṣwwt
בפועל,73,acting,vpwʿl
האנגלי,73,the englishman,hʾngly
שמחה,73,joy,šmḥh
המקור,73,the source,hmqwr
הכוונה,73,intention,hkwwnh
הפניה,73,reference,hpnyh
בוט,73,bot,vwṭ
השירות,72,the service,hšyrwt
חשובות,72,important,ḥšwvwt
להוציא,72,spend,lhwṣyʾ
שאלות,72,questions,šʾlwt
להתחיל,72,begin,lhtḥyl
אליהם,72,to them,ʾlyhm
בניית,72,construction,vnyyt
לפעול,72,act,lpʿwl
בשנות,72,in the years,všnwt
תשובות,72,answers,tšwvwt
התשובה,72,the answer,htšwvh
בהיסטוריה,72,in history,vhysṭwryh
טועה,72,wrong,ṭwʿh
לבסוף,72,finally,lvswp
להן,72,them,lhn
מפעיל,72,operator,mpʿyl
תושבי,72,residents,twšvy
עצם,72,bone,ʿṣm
הולך,72,going,hwlk
מוכן,72,prepared,mwkn
בדיון,72,In the discussion,vdywn
המונח,72,The term,hmwnḥ
הרשימה,72,The list,hršymh
אופציה,71,option,ʾwpṣyh
מיני,71,sexual,myny
באה,71,Comes,vʾh
הוגן,71,fair,hwgn
חיי,71,My life,ḥyy
אצלי,71,With me,ʾṣly
רוח,71,wind,rwḥ
קבלת,71,Obtain,qvlt
איתו,71,With him,ʾytw
רציתי,71,I wanted,rṣyty
קטנים,71,Small,qṭnym
בברכה,71,Welcome,vvrkh
התורה,71,Torah,htwrh
האינטרנט,71,The internet,hʾynṭrnṭ
שיטת,71,Method,šyṭt
ברשת,71,On a network,vršt
עובדים,71,Employees,ʿwvdym
בתפקיד,71,on duty,vtpqyd
הכוח,71,The power,hkwḥ
לעמוד,71,stand,lʿmwd
אורי,71,Uri,ʾwry
עברית,71,Hebrew,ʿvryt
ריצ,71,Jerk,ryṣ
הבאה,71,The next,hvʾh
השונים,71,The different,hšwnym
להסיר,71,remove,lhsyr
מפת,71,Map,mpt
מעמד,71,status,mʿmd
פנה,71,turn,pnh
תרבות,71,culture,trvwt
צבעים,71,Colors,ṣvʿym
בשמחה,71,happily,všmḥh
הקישורים,71,The links,hqyšwrym
אמחק,71,I was erased,ʾmḥq
הטוב,70,The good,hṭwv
לחשוב,70,think,lḥšwv
לצערי,70,unfortunately,lṣʿry
מאחורי,70,Behind,mʾḥwry
נראית,70,Looks,nrʾyt
מהר,70,fast,mhr
אינן,70,Are not,ʾynn
משמעותי,70,significant,mšmʿwty
תוצאות,70,Results,twṣʾwt
דרכים,70,Ways,drkym
לאחת,70,To one,lʾḥt
כתיבה,70,writing,ktyvh
גרוע,70,bad,grwʿ
מבצע,70,operation,mvṣʿ
ט,70,ninth,ṭ
תקווה,70,Hope,tqwwh
הינו,70,that is,hynw
למדי,70,quite,lmdy
העולמית,70,The world,hʿwlmyt
קורות,70,history,qwrwt
אברהם,70,Abraham,ʾvrhm
צבע,70,color,ṣvʿ
נמחקה,70,נמחקה,nmḥqh
פצצת,70,Bomb,pṣṣt
חזק,69,strong,ḥzq
שורה,69,line,šwrh
אוהב,69,lover,ʾwhv
בעלת,69,Owner,vʿlt
הצעיר,69,The young,hṣʿyr
העונה,69,The season,hʿwnh
פתוח,69,open,ptwḥ
רפואי,69,medical,rpwʾy
עובדה,69,fact,ʿwvdh
בקרוב,69,soon,vqrwv
הזהב,69,The gold,hzhv
טופס,69,form,ṭwps
מובן,69,sense,mwvn
גדל,69,growing,gdl
שמעתי,69,I heard,šmʿty
היית,69,You were,hyyt
קטגוריה,69,category,qṭgwryh
ויקי,69,Vicki,wyqy
שנמחק,69,Deleted,šnmḥq
חושבת,68,Thinks,ḥwšvt
אומרים,68,Say,ʾwmrym
שבת,68,Sabbath,švt
אחוז,68,percent,ʾḥwz
מעלה,68,up,mʿlh
משפחות,68,Families,mšpḥwt
רישיון,68,License,ryšywn
נתונים,68,data,ntwnym
לדון,68,discuss,ldwn
חסרות,68,Missing,ḥsrwt
להחזיר,68,return,lhḥzyr
בסרט,68,In a movie,vsrṭ
זכו,68,Won,zkw
מקצועי,68,professional,mqṣwʿy
מונה,68,counter,mwnh
לקצץ,68,cut down,lqṣṣ
משה,68,Moses,mšh
שלם,68,whole,šlm
הקרוב,68,Upcoming,hqrwv
לאכול,68,eat,lʾkwl
אודות,68,about,ʾwdwt
לשחזר,68,restore,lšḥzr
הצבעים,68,The colors,hṣvʿym
כפר,68,village,kpr
לבחור,67,choose,lvḥwr
חודשיים,67,Two months,ḥwdšyym
לקיים,67,Sustain,lqyym
מערכות,67,Systems,mʿrkwt
נתן,67,given,ntn
במערכת,67,In the system,vmʿrkt
מנהל,67,management,mnhl
המחקר,67,The study,hmḥqr
הפכה,67,revolution,hpkh
קיום,67,existence,qywm
ועדת,67,Committee,wʿdt
שהייתה,67,That was,šhyyth
שמונה,67,eight,šmwnh
צעיר,67,young,ṣʿyr
מתכוון,67,Mean,mtkwwn
דה,67,De,dh
יימס,67,Yams,yyms
בקטגוריה,67,In the category,vqṭgwryh
עלה,67,leaf,ʿlh
אינך,67,You are not,ʾynk
במזנון,67,In the buffet,vmznwn
סליחה,67,forgiveness,slyḥh
גוגל,67,Google,gwgl
העריכה,67,Editing,hʿrykh
דחוף,67,urgent,dḥwp
שבע,66,seven,švʿ
קוראים,66,Read,qwrʾym
יקרה,66,dear,yqrh
לגלות,66,discover,lglwt
לבנות,66,build,lvnwt
בהכרח,66,Necessarily,vhkrḥ
גורמים,66,Factors,gwrmym
מקרים,66,Cases,mqrym
ארה,66,Ivory,ʾrh
הכפר,66,The village,hkpr
הארגון,66,The organization,hʾrgwn
הכדורגל,66,Football,hkdwrgl
התיכון,66,High school,htykwn
מידי,66,from,mydy
להפוך,66,reverse,lhpwk
ספרד,66,Spain,sprd
ספורט,66,sport,spwrṭ
העצמאות,66,Independence,hʿṣmʾwt
הביטוי,66,Expression,hvyṭwy
שניהם,66,both,šnyhm
פשרה,66,compromise,pšrh
שי,66,gift,šy
ואתה,66,And you,wʾth
מצא,65,Find,mṣʾ
שחור,65,black,šḥwr
בחברה,65,In the company,vḥvrh
לשני,65,To the other,lšny
ימין,65,right,ymyn
הזוג,65,The couple,hzwg
התקשורת,65,The media,htqšwrt
פוליטית,65,political,pwlyṭyt
לעיתים,65,sometimes,lʿytym
תשלום,65,payment,tšlwm
מסוימים,65,certain,mswymym
היישוב,65,the settlement,hyyšwv
לקראת,65,towards,lqrʾt
הגוף,65,the body,hgwp
מבט,65,look,mvṭ
לבקש,65,ask,lvqš
הלאומית,65,national,hlʾwmyt
דעות,65,opinions,dʿwt
מכיל,65,containing,mkyl
רבין,65,rabin,rvyn
החומר,65,the material,hḥwmr
אלון,65,oak,ʾlwn
חגי,65,hagai,ḥgy
הצבאית,65,military,hṣvʾyt
דברי,65,my words,dvry
קשור,65,related,qšwr
לפועל,65,for the work,lpwʿl
הצבעת,65,vote,hṣvʿt
אנציקלופדית,65,encyclopedic,ʾnṣyqlwpdyt
בפרס,65,in the award,vprs
להופיע,65,appear,lhwpyʿ
נורא,64,terrible,nwrʾ
נחמד,64,nice,nḥmd
לתוך,64,into,ltwk
עמוד,64,column,ʿmwd
גן,64,garden,gn
ים,64,sea,ym
תורה,64,torah,twrh
נכונה,64,correctly,nkwnh
נקודות,64,points,nqwdwt
הבדל,64,difference,hvdl
שלמה,64,shlomo,šlmh
בסך,64,in total,vsk
הנבחרת,64,the team,hnvḥrt
המים,64,the water,hmym
הטבע,64,nature,hṭvʿ
אצלנו,64,at our place,ʾṣlnw
תואר,64,title,twʾr
שמח,64,happy,šmḥ
חג,64,holiday,ḥg
מיקום,64,Position,myqwm
המתקפה,64,The attack,hmtqph
ממליץ,64,Recommend,mmlyṣ
שים,64,Put,šym
אלמוג,64,coral,ʾlmwg
שהוספת,64,That you added,šhwspt
נכנס,63,incoming,nkns
בוודאי,63,Certainly,vwwdʾy
קיבלתי,63,I have received,qyvlty
בדרום,63,In the south,vdrwm
גמור,63,finished,gmwr
ממשיך,63,Continues,mmšyk
התקופה,63,The period,htqwph
יכולות,63,Capabilities,ykwlwt
בזכות,63,Thanks to,vzkwt
אוסף,63,A collection,ʾwsp
תוכנית,63,Program,twknyt
ולאחר,63,And after,wlʾḥr
גוף,63,body,gwp
במזרח,63,In the east,vmzrḥ
מאמרים,63,Articles,mʾmrym
אנגלית,63,English,ʾnglyt
בעלות,63,ownership,vʿlwt
המושג,63,The concept,hmwšg
טווח,63,Range,ṭwwḥ
תאריך,63,date,tʾryk
לעברית,63,Into Hebrew,lʿvryt
לשלם,62,pay,lšlm
האלו,62,These,hʾlw
היינו,62,We were,hyynw
הכתיבה,62,Writing,hktyvh
הפחות,62,The least,hpḥwt
זוג,62,couple,zwg
רכב,62,vehicle,rkv
החרדי,62,The ultra -Orthodox,hḥrdy
מרכזי,62,central,mrkzy
גבולות,62,confines,gvwlwt
הרשות,62,The authority,hršwt
יכולתי,62,I could,ykwlty
המרכזי,62,The central,hmrkzy
קבוצה,62,group,qvwṣh
ההחלטה,62,The decision,hhḥlṭh
התוכן,62,The contents,htwkn
רחב,62,wide,rḥv
דיונים,62,Discussions,dywnym
גודל,62,size,gwdl
בניו,62,In his sons,vnyw
פצצות,62,Bombs,pṣṣwt
ברחוב,62,On the street,vrḥwv
נוצרו,62,Created,nwṣrw
מצחיק,62,funny,mṣḥyq
נמצאות,62,Are found,nmṣʾwt
פטור,62,exemption,pṭwr
הפרלמנט,62,Parliament,hprlmnṭ
מחקת,62,Deleted,mḥqt
שמישהו,61,Somebody,šmyšhw
רבי,61,Rabbi,rvy
הסכם,61,agreement,hskm
למטה,61,down,lmṭh
מראה,61,appearance,mrʾh
בהתחלה,61,initially,vhtḥlh
מחשב,61,computer,mḥšv
הסביבה,61,The environment,hsvyvh
לשעבר,61,former,lšʿvr
מפתח,61,key,mptḥ
שתהיה,61,Be,šthyh
אלוף,61,champion,ʾlwp
הטיפול,61,Treatment,hṭypwl
סגן,61,lieutenant,sgn
מידה,61,Measure,mydh
שבועות,61,Weeks,švwʿwt
שלאחר,61,post,šlʾḥr
מאמין,61,Believes,mʾmyn
רצח,61,murder,rṣḥ
ך,61,You,k
כנסת,61,Knesset,knst
התוכנית,61,The program,htwknyt
ישראלים,61,Israelis,yšrʾlym
שקלים,61,Shekels,šqlym
החול,61,The sand,hḥwl
נחשבת,61,Is considered,nḥšvt
וושינגטון,61,Washington,wwšyngṭwn
הפרטים,61,The details,hprṭym
ספציפי,61,specific,spṣypy
לויקיפדיה,61,Wikipedia,lwyqypdyh
עמוק,60,deep,ʿmwq
יחסי,60,relative,yḥsy
בסיסי,60,basic,vsysy
פתאום,60,suddenly,ptʾwm
ובין,60,And between,wvyn
בצד,60,aside,vṣd
מעוניין,60,Interested,mʿwnyyn
בחיים,60,alive,vḥyym
מחפש,60,Looking for,mḥpš
פסול,60,invalid,pswl
לבני,60,To my sons,lvny
הסדר,60,arrangement,hsdr
הגדולים,60,The biggest,hgdwlym
טלוויזיה,60,TV,ṭlwwyzyh
נותן,60,Gives,nwtn
אתמול,60,yesterday,ʾtmwl
אירועים,60,Events,ʾyrwʿym
סגור,60,closed,sgwr
לעיל,60,above,lʿyl
ממך,60,From you,mmk
לשאלה,60,To the question,lšʾlh
קיימות,60,Exist,qyymwt
לכאורה,60,prima facie,lkʾwrh
פוליטי,60,political,pwlyṭy
השניים,60,The two,hšnyym
רשמי,60,official,ršmy
השואה,60,Holocaust,hšwʾh
פרסם,60,Published,prsm
מיוחדת,60,Special,mywḥdt
עשיתי,60,I did,ʿšyty
הטלת,60,Imposed,hṭlt
תרצה,60,Will you like,trṣh
להורג,60,Executed,lhwrg
אבקש,60,I will ask for,ʾvqš
בחדר,59,In the room,vḥdr
פעמיים,59,Twice,pʿmyym
לגרום,59,cause,lgrwm
תחושה,59,feel,tḥwšh
כשאני,59,When,kšʾny
רגיל,59,accustomed,rgyl
בכמה,59,In some,vkmh
ושם,59,And there,wšm
