hebrew,count,english_translation
דה,67,De
יימס,67,Yams
בקטגוריה,67,In the category
עלה,67,leaf
אינך,67,You are not
במזנון,67,In the buffet
סליחה,67,forgiveness
גוגל,67,Google
העריכה,67,Editing
דחוף,67,urgent
שבע,66,seven
קוראים,66,Read
יקרה,66,dear
לגלות,66,discover
לבנות,66,build
בהכרח,66,Necessarily
גורמים,66,Factors
מקרים,66,Cases
ארה,66,Ivory
הכפר,66,The village
הארגון,66,The organization
הכדורגל,66,Football
התיכון,66,High school
מידי,66,from
להפוך,66,reverse
ספרד,66,Spain
ספורט,66,sport
העצמאות,66,Independence
הביטוי,66,Expression
שניהם,66,both
פשרה,66,compromise
שי,66,gift
ואתה,66,And you
מצא,65,Find
שחור,65,black
בחברה,65,In the company
לשני,65,To the other
ימין,65,right
הזוג,65,The couple
התקשורת,65,The media
פוליטית,65,political
לעיתים,65,sometimes
תשלום,65,payment
מסוימים,65,certain
היישוב,65,the settlement
לקראת,65,towards
הגוף,65,the body
מבט,65,look
לבקש,65,ask
הלאומית,65,national
דעות,65,opinions
מכיל,65,containing
רבין,65,rabin
החומר,65,the material
אלון,65,oak
חגי,65,hagai
הצבאית,65,military
דברי,65,my words
קשור,65,related
לפועל,65,for the work
הצבעת,65,vote
אנציקלופדית,65,encyclopedic
בפרס,65,in the award
להופיע,65,appear
נורא,64,terrible
נחמד,64,nice
לתוך,64,into
עמוד,64,column
גן,64,garden
ים,64,sea
תורה,64,torah
נכונה,64,correctly
נקודות,64,points
הבדל,64,difference
שלמה,64,shlomo
בסך,64,in total
הנבחרת,64,the team
המים,64,the water
הטבע,64,nature
אצלנו,64,at our place
תואר,64,title
שמח,64,happy
חג,64,holiday
מיקום,64,Position
המתקפה,64,The attack
ממליץ,64,Recommend
שים,64,Put
אלמוג,64,coral
שהוספת,64,That you added
נכנס,63,incoming
בוודאי,63,Certainly
קיבלתי,63,I have received
בדרום,63,In the south
גמור,63,finished
ממשיך,63,Continues
התקופה,63,The period
יכולות,63,Capabilities
בזכות,63,Thanks to
אוסף,63,A collection
תוכנית,63,Program
ולאחר,63,And after
גוף,63,body
במזרח,63,In the east
מאמרים,63,Articles
אנגלית,63,English
בעלות,63,ownership
המושג,63,The concept
טווח,63,Range
תאריך,63,date
לעברית,63,Into Hebrew
לשלם,62,pay
האלו,62,These
היינו,62,We were
הכתיבה,62,Writing
הפחות,62,The least
זוג,62,couple
רכב,62,vehicle
החרדי,62,The ultra -Orthodox
מרכזי,62,central
גבולות,62,confines
הרשות,62,The authority
יכולתי,62,I could
המרכזי,62,The central
קבוצה,62,group
ההחלטה,62,The decision
התוכן,62,The contents
רחב,62,wide
דיונים,62,Discussions
גודל,62,size
בניו,62,In his sons
פצצות,62,Bombs
ברחוב,62,On the street
נוצרו,62,Created
מצחיק,62,funny
נמצאות,62,Are found
פטור,62,exemption
הפרלמנט,62,Parliament
מחקת,62,Deleted
שמישהו,61,Somebody
רבי,61,Rabbi
הסכם,61,agreement
למטה,61,down
מראה,61,appearance
בהתחלה,61,initially
מחשב,61,computer
הסביבה,61,The environment
לשעבר,61,former
מפתח,61,key
שתהיה,61,Be
אלוף,61,champion
הטיפול,61,Treatment
סגן,61,lieutenant
מידה,61,Measure
שבועות,61,Weeks
שלאחר,61,post
מאמין,61,Believes
רצח,61,murder
ך,61,You
כנסת,61,Knesset
התוכנית,61,The program
ישראלים,61,Israelis
שקלים,61,Shekels
החול,61,The sand
נחשבת,61,Is considered
וושינגטון,61,Washington
הפרטים,61,The details
ספציפי,61,specific
לויקיפדיה,61,Wikipedia
עמוק,60,deep
יחסי,60,relative
בסיסי,60,basic
פתאום,60,suddenly
ובין,60,And between
בצד,60,aside
מעוניין,60,Interested
בחיים,60,alive
מחפש,60,Looking for
פסול,60,invalid
לבני,60,To my sons
הסדר,60,arrangement
הגדולים,60,The biggest
טלוויזיה,60,TV
נותן,60,Gives
אתמול,60,yesterday
אירועים,60,Events
סגור,60,closed
לעיל,60,above
ממך,60,From you
לשאלה,60,To the question
קיימות,60,Exist
לכאורה,60,prima facie
פוליטי,60,political
השניים,60,The two
רשמי,60,official
השואה,60,Holocaust
פרסם,60,Published
מיוחדת,60,Special
עשיתי,60,I did
הטלת,60,Imposed
תרצה,60,Will you like
להורג,60,Executed
אבקש,60,I will ask for
בחדר,59,In the room
פעמיים,59,Twice
לגרום,59,cause
תחושה,59,feel
כשאני,59,When
רגיל,59,accustomed
בכמה,59,In some
ושם,59,And there
לקשר,59,link
במילים,59,In words
המקרים,59,The cases
משמש,59,Used
לטפל,59,handle
אמריקה,59,America
ההגנה,59,The defense
עלינו,59,On us
בגוף,59,In the body
הגנה,59,protection
בצפון,59,In the north
עובדות,59,Facts
בנה,59,Her son
מילה,59,circumcision
עת,59,time
אורך,59,Length
מתחיל,59,Begins
נושאים,59,Topics
שכונה,59,neighborhood
קורא,59,reader
להציע,59,offer
המשך,59,continuation
שמתי,59,I have put on
חן,59,grace
בפרלמנט,59,In parliament
בגוגל,59,Google
טכנית,59,Technically
טובות,58,Good
מת,58,dead
להיכנס,58,Enter
פ,58,P.
מקבלים,58,You get
המילים,58,The words
אש,58,fire
נפוץ,58,common
להציץ,58,peek
ואילו,58,While
פארק,58,park
להניח,58,assume
לעבר,58,toward
מיכאל,58,michael
העתיקה,58,ancient
מעין,58,kind of
מזון,58,food
לאומי,58,national
כעבור,58,later
ניסיון,58,experience
הפנים,58,the face
תגובות,58,comments
ניסוח,58,wording
חסימה,58,obstruction
האיחוד,58,the union
סמל,58,symbol
המבנה,58,the structure
החלטה,58,decision
למישהו,58,to someone
פרסום,58,advertising
לטעמי,58,to my taste
מטעם,58,on behalf of
הוצאה,58,expenditure
נמחקו,58,deleted
היפנים,58,the japanese
באמצע,57,in the middle
ועם,57,and with
האירוע,57,the event
הצלחה,57,success
איתה,57,with her
בהקשר,57,in context
משחקים,57,games
כולנו,57,all of us
דולר,57,dollar
המדינות,57,the countries
ביחס,57,in relation
מצפון,57,conscience
לתפקיד,57,for the position
בשטח,57,in the field
הלבן,57,the white
מלאה,57,full
האחים,57,the brothers
זהב,57,gold
ידעתי,57,I knew
בואו,57,Let's
שכדאי,57,To be worthwhile
מחלוקת,57,division
בימי,57,In the days
אחיו,57,His brother
צורת,57,Shape
היוצרים,57,The creators
ם,57,Among
למלא,57,fill
דעה,57,opinion
להצלחה,57,For success
האימפריה,57,The empire
פועל,57,worker
המסמכים,57,The documents
להחלטה,57,For a decision
הפצצה,57,bombing
רד,57,Red
קדם,56,pre
לעבודה,56,For work
גברים,56,Men
משקל,56,weight
לטובת,56,in favor of
יחס,56,ratio
אישה,56,Woman
בשבוע,56,Per week
השפעה,56,effect
שיר,56,song
המלא,56,The full
שיהיו,56,To be
משני,56,second
לפיכך,56,therefore
עונה,56,season
בחלק,56,In some
אחריו,56,Followed
תנועה,56,movement
תחילה,56,First
חיובי,56,affirmative
עתה,56,now
להחליף,56,replace
הפעולה,56,The action
יוצר,56,creator
השינוי,56,The change
כהן,56,Cohen
כבוד,56,respect
המאמר,56,The article
שכר,56,wage
הפרק,56,The chapter
בראשית,56,Genesis
נ,56,N
צילום,56,Photo
קבוע,55,constant
סין,55,China
יו,55,Yo
בחודש,55,In the month
טוען,55,Loading
האישה,55,The woman
ועדיין,55,And still
נמוך,55,low
בארה,55,In the enlightenment
מוכר,55,recognized
פרופ,55,Professor
הצורך,55,The need for
רצה,55,Wanted to
ציון,55,score
נוצר,55,Created
בחזרה,55,back
אנגליה,55,England
נאלץ,55,forced
סיים,55,Finished
קטגוריות,55,Categories
קרן,55,fund
בסגנון,55,In style
נפרד,55,separate
מאחר,55,Since
אוויר,55,Air
צורה,55,form
שלח,55,Send
תרגיש,55,You will feel
לידי,54,to
אהבה,54,love
לנושא,54,To the subject
מצפה,54,Looking forward to
גישה,54,access
עשוי,54,made
לעצור,54,stop
תקשורת,54,communication
ויותר,54,And more
לרגע,54,for a moment
שחקן,54,player
הוצאת,54,Publishing
כספים,54,funds
במשרד,54,In the office
טען,54,Load
הנכון,54,The right one
אפריקה,54,Africa
נדמה,54,it seems
משמעותית,54,Significantly
עמדה,54,position
מזכיר,54,secretary
הופך,54,Becomes
עסק,54,business
קהל,54,crowd
בקלות,54,easily
אזרחים,54,Civilians
המקורי,54,The original
הגדרה,54,definition
הגעת,54,You have arrived
מאמר,54,article
החלל,54,Space
דפים,54,Pages
הנצרות,54,Christianity
מפה,54,map
בלילה,53,At night
קפה,53,coffee
שאולי,53,That may
לפגוע,53,hurt
לאן,53,where
שעבר,53,past
בעבודה,53,At work
איתם,53,with them
להגן,53,protect
המחשב,53,The computer
לשמש,53,serve
לציון,53,To mark
רשימה,53,list
שבין,53,In between
נותר,53,remaining
שאנשים,53,That people
בשעה,53,At
מבלי,53,without
ניסה,53,Attempted
לכיוון,53,In the direction
ישראלית,53,Israeli
שאל,53,Ask
עורך,53,editor
השולחן,53,The table
ידין,53,Hands
דבריו,53,His words
השופט,53,The judge
הביאו,53,Have brought
היפני,53,Japanese
הניסוח,53,The wording
איתך,53,with you
ברק,52,lightning
לוקח,52,Takes
הרכב,52,composition
הודעות,52,Messages
שעל,52,On
במשפט,52,In the trial
נוער,52,youth
לוח,52,board
ההבדל,52,the difference
חשש,52,fear
השלטון,52,the government
מיליארד,52,billion
החוקרים,52,the researchers
ספרות,52,literature
השפה,52,the language
המספר,52,the number
הצעה,52,proposal
חדר,52,room
ספרו,52,book
מוקדם,52,early
הקמת,52,establishment
קורס,52,course
מציג,52,presenter
דתי,52,religious
גדולות,52,big
ישנו,52,there is
שירים,52,Lyrics
יצירת,52,Creation
באנציקלופדיה,52,In encyclopedia
ולמחוק,52,And erase
ההפניה,52,The referral
שלהן,51,Their
אמת,51,truth
לפתור,51,solve
קרא,51,Read
ץ,51,Jet
איסור,51,A ban
שקל,51,shekel
באשר,51,which
לשחק,51,play
בכיר,51,senior
בדבר,51,regarding
דרכו,51,Through it
לפתח,51,develop
חוקרים,51,Researchers
לקבלת,51,For
השיטה,51,The method
גרם,51,gram
רמז,51,hint
הוחלט,51,Has been decided
טרם,51,before
ברוח,51,In the wind
שאול,51,borrowed
להצביע,51,point
שכתב,51,Who wrote
עבד,51,slave
שירותו,51,His service
לשינוי,51,For a change
הגיוני,51,logical
הקורא,51,The reader
המקובל,51,The usual
סבור,51,Believes
הכוחות,51,The forces
תת,51,sub
סבתא,51,grandmother
המחוז,51,The province
מסחרית,51,Commercial
שוליים,51,Margins
צבי,51,deer
במחיקה,51,In delete
ערוך,51,edited
המומחה,51,The expert
דבריך,51,Your words
מזמן,50,long ago
אמרו,50,Have said
השניה,50,The second
בעצמו,50,himself
שאם,50,That if
מקומות,50,Places
מקובלת,50,Acceptable
הצליחו,50,Have been successful
היחסים,50,The relationship
צד,50,party
מומחים,50,Experts
באי,50,On the island
התנהגות,50,behavior
טראמפ,50,Trump
רוסיה,50,Russia
נשק,50,weapon
מזרח,50,East
לילה,50,night
תולדות,50,history
תכונות,50,Features
רופא,50,doctor
מהי,50,What is
נפטר,50,deceased
רחוק,50,far
הטענה,50,The claim
החיילים,50,The soldiers
לסייע,50,To help
הביניים,50,Interim
כוללת,50,Includes
גרסה,50,version
מתאר,50,outline
לכולם,50,To everyone
מופיעים,50,Appear
התייחסות,50,Reference
בעיצוב,50,In design
שכך,50,Thus
חופשית,50,Free
מהו,50,What is
יהדות,50,Judaism
כתיב,50,spelling
טבח,50,massacre
המחיקה,50,The deletion
קצרמרים,50,Shorts
אשתדל,50,I will try
תלוי,49,dependent
קצרה,49,Short
מעשה,49,act
סימן,49,sign
קרובות,49,Close
מוחלט,49,absolute
הלכה,49,Gone
שפה,49,language
וזו,49,And this
שאתם,49,You
בגרמניה,49,In Germany
למשך,49,For the duration
כבד,49,liver
סופר,49,writer
מנסים,49,Trying
יתכן,49,May
לקדם,49,promote
הנה,49,here
ושל,49,And of
דמותו,49,His character
להתייחס,49,To refer to
באוניברסיטה,49,At university
קטנות,49,Small
שינה,49,Sleep
שלישית,49,Third
בשתי,49,In both
שניים,49,Two
בשפה,49,In the language
המרד,49,The rebellion
התרבות,49,The culture
להצבעה,49,For voting
לענות,49,answer
חנוכה,49,inauguration
לשקול,49,consider
ישירות,49,direct
אשתו,49,His wife
תן,49,Let
אבן,49,stone
במרחב,49,In space
איחוד,49,Union
חריגים,49,Exceptions
יורחב,49,Will be expanded
כתבת,49,Wrote
הירושימה,49,Hiroshima
מרגיש,48,feeling
מגיעים,48,Arrive
והיה,48,And there was
לסיים,48,Finish
זוכר,48,Remember
המרכז,48,The center
בכתב,48,In writing
למחרת,48,The next day
חקיקה,48,legislation
סמוך,48,adjacent
החרדית,48,The ultra -Orthodox
אתכם,48,you
בבתי,48,In my daughter
החוץ,48,The outside
דרום,48,south
סדרת,48,Series
הרביעי,48,Fourth
שירת,48,Served
בצה,48,marsh
לכנסת,48,To the Knesset
מחקרים,48,Studies
הגברים,48,The men
ואפשר,48,And possible
במדינות,48,In countries
בג,48,In the
מס,48,tax
לקח,48,lesson
שש,48,six
שחקנים,48,Players
לבנון,48,Lebanon
הביקורת,48,Criticism
האפשרות,48,The option
הבירה,48,The capital
סיפורים,48,Stories
המטוס,48,The plane
העץ,48,The tree
בסדרה,48,In a series
עצמך,48,yourself
הרוח,48,The wind
זאב,48,wolf
כתיבת,48,Writing
ישנן,48,Have
לוי,48,Levi
שכונת,48,A neighborhood
שלחתי,48,I have sent
גלר,48,Geller
לאט,47,slowly
אזור,47,area
למצב,47,To a state
אמיתי,47,Real
מפריע,47,Interferes with
דופן,47,wall
רציני,47,serious
הערב,47,tonight
בעמוד,47,On the page
שהן,47,That are
נזק,47,damage
הנוכחית,47,Present
לחלק,47,part
לבטל,47,cancel
חום,47,heat
הדם,47,The blood
להשלים,47,complete
לשלב,47,combine
חשב,47,accountant
אוהבת,47,love
כוכבים,47,stars
שלושת,47,the three
לספק,47,provide
חוזרת,47,returning
מאפשר,47,allowing
לתרגם,47,translate
במטרה,47,in the goal
אמצעי,47,middle
אן,47,anne
להפסיק,47,stop
בטוחה,47,Safe
ואיך,47,And how
מוזמנים,47,Invited
השמש,47,The sun
אופי,47,character
דמיון,47,imagination
הקטע,47,The section
מדויק,47,precise
לעסוק,47,engage in
בשום,47,In any
טרור,47,terrorism
עוזי,47,Uzi
בעצמי,47,myself
דפי,47,Pages
לעיצוב,47,For design
המורשת,47,Heritage
יוחנן,47,John
להכחיל,47,To prove
ההחלפות,47,The swaps
